Escola,Morada,Freguesia,Código Postal,Telefone,Email,Número Agrupamento,Agrupamento,Sede Escola,Número Escolas Agrupadas
"Escola Básica João de Deus, São Bartolomeu de Messines, Silves",Rua Maria da Piedade Bastos Serpa,S Bartolomeu De Messines,8375-163,282339363,eb23.joaodeus@escolas.min-edu.pt,145555,Agrupamento de Escolas de Silves,Não,12
"Escola Básica de Amorosa, Silves",R. Luís de Camões,S Bartolomeu De Messines,8375-010,282330812,eb1.asbmessines@escolas.min-edu.pt,145555,Agrupamento de Escolas de Silves,Não,12
"Escola Básica Horta do Carmo, Tavira",Rua Jorge Corvo,8800-352,Tavira,-,-,145312,"Agrupamento de Escolas Doutor Jorge Augusto Correia, Tavira",Não,5
"Escola Básica Santo Estêvão, Tavira",Lg. Dr. Carlos Picoito,8800-000,Tavira,281961156,eb1.seldcpicoito@escolas.min-edu.pt,145324,"Agrupamento de Escolas D. Manuel I, Tavira",Não,9
"Escola Básica de Cabanas, Tavira",Av. 28 de Maio,Cabanas De Tavira,8800-591,281370842,eb1.n2.conceicao@escolas.min-edu.pt,145312,"Agrupamento de Escolas Doutor Jorge Augusto Correia, Tavira",Não,5
"Escola Básica n.º 1 de Santa Luzia, Tavira",R. Comandante Henrique Tenreiro,8800-000,Tavira,281381390,eb1.n1.slchtenreiro@escolas.min-edu.pt,145324,"Agrupamento de Escolas D. Manuel I, Tavira",Não,9
"Escola Básica de Santa Catarina, Tavira",Lg. Nª Senhora das Dores,Sta Catarina Fonte Bispo,8800-166,281971783,eb1.scfontebispo@escolas.min-edu.pt,145324,"Agrupamento de Escolas D. Manuel I, Tavira",Não,9
Escola Básica n.º 1 de Tavira,R. Nª Senhora da Conceição,Conceição Tvr,8800-081,281370286,eb1.n1.conceicao@escolas.min-edu.pt,145312,"Agrupamento de Escolas Doutor Jorge Augusto Correia, Tavira",Não,5
Jardim-Escola João de Deus de Tavira,Rua Gaspar Corte Real,8800-601,Tavira,281325121,geral@scmtarouca.org,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Luz, Tavira",Luz de Tavira,Luz Tvr,8800-112,281961973,eb1.luztavira@escolas.min-edu.pt,145324,"Agrupamento de Escolas D. Manuel I, Tavira",Não,9
"Escola Básica de Conceição de Tavira, Tavira",R. Nª Senhora da Conceição,Conceição Tvr,8800-081,281370286,eb1.n1.conceicao@escolas.min-edu.pt,145312,"Agrupamento de Escolas Doutor Jorge Augusto Correia, Tavira",Não,5
"Escola Básica D. Manuel I, Tavira",Lg. Dr. Carlos Picoito,8800-000,Tavira,281961156,eb1.seldcpicoito@escolas.min-edu.pt,145324,"Agrupamento de Escolas D. Manuel I, Tavira",Não,9
Escola Básica de Vila do Bispo,Estrada de Arruda,2600-011,Vila Franca de Xira,263271564,eb1.adosbispos@escolas.min-edu.pt,171414,"Agrupamento de Escolas Professor Reynaldo dos Santos, Vila Franca de Xira",Não,4
"Escola Básica de Budens, Vila do Bispo",Centro Educativo Comunitário Multisserviços de Budens,Sítio do Piçarral,Budens,282695958,eb1.budens@escolas.min-edu.pt,145282,Agrupamento de Escolas de Vila do Bispo,Não,7
Escola Waldorf - A Oliveira,R. da Escola Primária,Budens,8650-171,282695898,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica n.º 2 de Sagres, Vila do Bispo",Rua das Cercas Velhas,Sagres,8650-366,282624770,eb1.n2.sagres@escolas.min-edu.pt,145282,Agrupamento de Escolas de Vila do Bispo,Não,7
"Escola Básica de Monte Gordo, Vila Real de Santo António",Rua Pero de Alenquer – Apartado 8,Monte Gordo,8900-431,281510760,eb23.montegordo@escolas.min-edu.pt,145518,"Agrupamento de Escolas D. José I, Vila Real de Santo António",Não,4
"Escola Básica Manuel Cabanas, Vila Nova de Cacela, Vila Real de Santo António",Largo Manuel Cabanas,Vila Nova De Cacela,8900-067,281952775,eb1.manuelcabanas@escolas.min-edu.pt,145348,Agrupamento de Escolas de Vila Real de Santo António,Não,3
"Escola Básica Santo António, Vila Real de Santo António",R. do Lusitano - Bairro do Matadouro,Vila Real Santo António,8900-000,281512555,eb1.stantoniohortas@escolas.min-edu.pt,145518,"Agrupamento de Escolas D. José I, Vila Real de Santo António",Não,4
Escola Básica de Aguiar da Beira,Dornelas,Dornelas Agb,3570-130,232599962,eb1.dornelasagb@escolas.min-edu.pt,160854,"Agrupamento de Escolas Padre José Augusto da Fonseca, Aguiar da Beira",Não,8
"Escola Básica de Carapito, Aguiar da Beira",Rua das Adegas,Carapito,3570-100,232577567,eb1.carapito@escolas.min-edu.pt,160854,"Agrupamento de Escolas Padre José Augusto da Fonseca, Aguiar da Beira",Não,8
"Escola Básica de Dornelas, Aguiar da Beira",Dornelas,Dornelas Agb,3570-130,232599962,eb1.dornelasagb@escolas.min-edu.pt,160854,"Agrupamento de Escolas Padre José Augusto da Fonseca, Aguiar da Beira",Não,8
"Escola Básica e Secundária Dr. José Casimiro Matias, Almeida",Lugar da Raposeira,6350-228,Almeida,271574112,servicos@aealmeida.edu.gov.pt,161500,Agrupamento de Escolas de Almeida,Sim,3
"Escola Básica e Secundária de Vilar Formoso, Almeida",Rua das Telecomunicações,Vilar Formoso,6355-337,271510120,eb23s.vilarformoso@escolas.min-edu.pt,161500,Agrupamento de Escolas de Almeida,Não,3
"Escola Básica de Santa Luzia, Celorico da Beira",Rua Dr. Armando Reimbau 21,6360-302,Celorico da Beira,-,-,160866,Agrupamento de Escolas de Celorico da Beira,Não,4
"Escola Básica de Lageosa do Mondego, Celorico da Beira",Lageosa do Mondego,Lajeosa Do Mondego,6360-070,271741764,eb1.lageosamondego@escolas.min-edu.pt,160866,Agrupamento de Escolas de Celorico da Beira,Não,4
"Escola Básica de S. Pedro, Celorico da Beira",Escola de S Pedro - Lg da Corredoura,6360-348,Celorico da Beira,271741762,eb1.celoricobeira@escolas.min-edu.pt,160866,Agrupamento de Escolas de Celorico da Beira,Não,4
"Escola Básica de Escalhão, Figueira de Castelo Rodrigo",R. do Barreiro,Escalhão,6440-072,271346075,eb1.escalhao@escolas.min-edu.pt,160714,Agrupamento de Escolas de Figueira de Castelo Rodrigo,Não,7
"Escola Básica de Reigada, Figueira de Castelo Rodrigo",Largo das Eiras,Reigada,6440-241,271377073,-,160714,Agrupamento de Escolas de Figueira de Castelo Rodrigo,Não,7
Escola Básica n.º 1 de Figueira de Castelo Rodrigo,Largo das Eiras,Reigada,6440-241,271377073,-,160714,Agrupamento de Escolas de Figueira de Castelo Rodrigo,Não,7
"Escola Básica de Vermiosa, Figueira de Castelo Rodrigo",Rua da Escola,Vermiosa,6440-261,271366922,-,160714,Agrupamento de Escolas de Figueira de Castelo Rodrigo,Não,7
Escola Básica de Fornos de Algodres,Estrada Nacional nº 16,6370-147,Fornos de Algodres,271700110,servicos@ae-fa.edu.gov.pt,160842,Agrupamento de Escolas de Fornos de Algodres,Sim,6
"Escola Básica de Figueiró da Granja, Fornos de Algodres",Estr. Nacional 330,Figueiró Da Granja,6370-041,271703586,eb1.figueirogranja@escolas.min-edu.pt,160842,Agrupamento de Escolas de Fornos de Algodres,Não,6
Escola Básica de Gouveia,R. D. Ernesto Sena de Oliveira,3030-378,Coimbra,239792770,servicos@aecoimbra-sul.edu.gov.pt,161251,Agrupamento de Escolas Coimbra Sul,Sim,11
"Escola Básica de Lagarinhos, Gouveia",Rua das Escolas,Lagarinhos,6290-091,238481286,-,161597,Agrupamento de Escolas de Gouveia,Não,12
"Escola Básica de Folgosinho, Gouveia",R. das Escolas,Folgosinho,6290-081,238745864,-,161597,Agrupamento de Escolas de Gouveia,Não,12
"Escola Básica de Moimenta da Serra, Gouveia",Av. Nª Senhora do Porto,Moimenta Da Serra,6290-141,238496045,eb1.moimentaserra@escolas.min-edu.pt,161597,Agrupamento de Escolas de Gouveia,Não,12
"Escola Básica de Vila Nova de Tazem, Gouveia",Rua Dona Aurélia Moura,Apartado 8,Vila Nova De Tazem,238486474,eb23.vnovatazem@escolas.min-edu.pt,161597,Agrupamento de Escolas de Gouveia,Não,12
"Escola Básica de Melo, Gouveia",Av. Virgílio Ferreira,Melo,6290-121,238745860,eb1.melo@escolas.min-edu.pt,161597,Agrupamento de Escolas de Gouveia,Não,12
"Escola Básica de São Paio, Gouveia",Avenida Cidade de Gouveia,6290-000,Gouveia,238491584,eb1.spaio@escolas.min-edu.pt,161597,Agrupamento de Escolas de Gouveia,Não,12
"Escola Básica de Paços da Serra, Gouveia",Avenida das Escolas,Paços Da Serra,6290-241,238496058,eb1.pacosserra@escolas.min-edu.pt,161597,Agrupamento de Escolas de Gouveia,Não,12
"Escola Básica de Porto da Carne, Guarda",Avenida da Escola,6300-170,Porto Da Carne,-,-,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
"Escola Básica de Sequeira, Guarda",Rua da Treija,6300-848,Guarda,-,-,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
"Escola Básica de Bairro da Luz, Guarda",Rua Tenente Pedro Joaquim - Bairro da Luz,6300-608,Guarda,271222945,eb1.bluz@escolas.min-edu.pt,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
"Escola Básica de Alfarazes, Guarda",Alfarazes,6300-651,Guarda,271222944,eb1.alfarazes@escolas.min-edu.pt,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
"Escola Básica de Gonçalo, Guarda",R. 1º de Dezembro,6300-115,Gonçalo,275431265,eb1.goncalo@escolas.min-edu.pt,161512,"Agrupamento de Escolas Afonso de Albuquerque, Guarda",Não,15
"Jardim de Infância de Vila Fernando, Guarda",Av General Joao de Almeida,6300-255,Vila Fernando Grd,271979273,eb1.vfernando@escolas.min-edu.pt,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
"Escola Básica de Estação, Guarda",Av. da Estação,6300-832,Guarda,271238450,eb1.eguardagare@escolas.min-edu.pt,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
"Escola Básica de Póvoa do Mileu, Guarda",R. Dr. Alberto Garcia,6300-604,Guarda,271222940,eb1.povoamileu@escolas.min-edu.pt,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
"Escola Básica Santa Zita, Guarda",R. Pedro Álvares Cabral,6300-745,Guarda,271211877,eb1.stazita@escolas.min-edu.pt,161512,"Agrupamento de Escolas Afonso de Albuquerque, Guarda",Não,15
"Escola Básica de Rochoso, Guarda",Rochoso,6300-195,Rochoso,271518167,eb1.ctj@escolas.min-edu.pt,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
"Escola Básica de Maçainhas, Guarda",Macainhas - Guarda,6300-126,Maçaínhas Grd,271225289,eb1.macainhasbaixo@escolas.min-edu.pt,161512,"Agrupamento de Escolas Afonso de Albuquerque, Guarda",Não,15
"Escola Básica de Famalicão, Guarda",R. das Escolas,6300-100,Famalicão Grd,275487423,eb1.famalicaoescolas@escolas.min-edu.pt,161512,"Agrupamento de Escolas Afonso de Albuquerque, Guarda",Não,15
"Escola Básica de Barracão, Guarda",R. Alberto Dinis da Fonseca,6300-151,Panoias De Cima,271231892,eb1.bpanoiascima@escolas.min-edu.pt,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
"Escola Básica de Lameirinhas, Guarda",Rua das Flores,6300-000,Guarda,271222952,eb1.lameirinhas@escolas.min-edu.pt,161512,"Agrupamento de Escolas Afonso de Albuquerque, Guarda",Não,15
"Escola Básica de Trinta, Guarda",Trinta Guarda,6300-225,Trinta,271591751,eb1.trinta@escolas.min-edu.pt,161512,"Agrupamento de Escolas Afonso de Albuquerque, Guarda",Não,15
"Escola Básica de Pêra do Moço, Guarda",EB1 Pera do Moço 6300-160,6300-160,Pêra Do Moço,271963872,eb1.peramoco@escolas.min-edu.pt,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
"Escola Regional Dr. José Dinis da Fonseca, Arrifana",Outeiro de S. Miguel,6300-035,Arrifana Grd,271238197,esc.djdfarrifana@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Bairro do Pinheiro, Guarda",Pç. Dr. João Oliveira Matos,6300-000,Guarda,271238765,eb1.bpinheiro@escolas.min-edu.pt,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
"Escola Básica Adães Bermudes, Guarda",R. Dr. Joaquim Bernardo,6300-698,Guarda,271222948,eb1.adaesbermudas@escolas.min-edu.pt,161512,"Agrupamento de Escolas Afonso de Albuquerque, Guarda",Não,15
"Escola Básica Augusto Gil, Guarda",Largo João de Deus,6300-719,Guarda,271232020,eb1.augustogil@escolas.min-edu.pt,161512,"Agrupamento de Escolas Afonso de Albuquerque, Guarda",Não,15
"Escola Básica de Espírito Santo, Guarda",Rua Paiva Couceiro,6300-586,Guarda,271222960,eb1.espiritosanto@escolas.min-edu.pt,161512,"Agrupamento de Escolas Afonso de Albuquerque, Guarda",Não,15
"Escola Básica de Bonfim, Guarda",R. Dr. Santos Lucas,6300-702,Guarda,271205190,eb1.bonfim@escolas.min-edu.pt,161512,"Agrupamento de Escolas Afonso de Albuquerque, Guarda",Não,15
"Escola Básica de Castanheira, Guarda",Rua Duque de Lafões,6300-075,Castanheira Grd,271947815,-,162012,"Agrupamento de Escolas da Sé, Guarda",Não,20
Escola Básica de Manteigas,R. Dr. Sobral,6260-184,Manteigas,275982818,eb1.manteigas@escolas.min-edu.pt,160258,Agrupamento de Escolas de Manteigas,Não,2
Escola Básica e Secundária de Meda,Avenida Gago Coutinho e Sacadura Cabral,6430-183,Meda,279880010,servicos@aemeda.edu.gov.pt,160076,Agrupamento de Escolas de Meda,Sim,2
"Escola Básica de Freixedas, Pinhel",Estrada Nacional,221,Freixedas,271456182,eb1.freixedas@escolas.min-edu.pt,161585,Agrupamento de Escolas de Pinhel,Não,4
Escola Básica n.º 1 de Pinhel,Estrada Nacional,221,Freixedas,271456182,eb1.freixedas@escolas.min-edu.pt,161585,Agrupamento de Escolas de Pinhel,Não,4
Escola Básica de Sabugal,R. do Mercado,Bendada,6250-181,271212445,eb1.bendada@escolas.min-edu.pt,161548,Agrupamento de Escolas de Sabugal,Não,12
"Escola Básica de Cerdeira, Sabugal",R. do Outeiro,Cerdeira Sbg,6320-131,271581250,eb1.cerdeiraouteiro@escolas.min-edu.pt,161548,Agrupamento de Escolas de Sabugal,Não,12
"Escola Básica de Ruvina, Sabugal",Estr. Municipal 537,Ruvina,6320-301,271607424,eb1.ruvina@escolas.min-edu.pt,161548,Agrupamento de Escolas de Sabugal,Não,12
"Escola Básica de Aldeia de Santo António, Sabugal",Rua da Escola nº 14,Aldeia De Santo António,6320-052,271754199,eb1.aldeiastantonio@escolas.min-edu.pt,161548,Agrupamento de Escolas de Sabugal,Não,12
"Escola Básica de Aldeia Velha, Sabugal",Av. da Casa do Povo,Aldeia Velha Sbg,6320-069,271491153,-,161548,Agrupamento de Escolas de Sabugal,Não,12
"Escola Básica de Souto, Sabugal",R. do Colégio,Lomba Sbg,6320-170,271605807,eb1.soutocolegio@escolas.min-edu.pt,161548,Agrupamento de Escolas de Sabugal,Não,12
Escola Básica de Seia,Av. Padre António Prata,Loriga,6270-107,238954308,eb23.drreisleitao@escolas.min-edu.pt,161937,"Agrupamento de Escolas Doutor Guilherme Correia de Carvalho, Seia",Não,4
"Escola Básica Dr. Abranches Ferrão, Seia",Seia,6270-372,Seia,238310680,eb23.daferrao@escolas.min-edu.pt,161925,Agrupamento de Escolas de Seia,Não,5
"Escola Básica de Santiago, Seia",Av. General Lopes da Silva,Santiago Sei,6270-213,238311715,eb1.santiagoescola@escolas.min-edu.pt,161925,Agrupamento de Escolas de Seia,Não,5
"Escola Básica Dr. Reis Leitão, Loriga, Seia",Av. Padre António Prata,Loriga,6270-107,238954308,eb23.drreisleitao@escolas.min-edu.pt,161937,"Agrupamento de Escolas Doutor Guilherme Correia de Carvalho, Seia",Não,4
"Escola Básica de São Romão, Seia",Largo Outeiro da Forca,São Romão Sei,6270-284,238399750,eb1.srlouteiroforca@escolas.min-edu.pt,161937,"Agrupamento de Escolas Doutor Guilherme Correia de Carvalho, Seia",Não,4
"Escola Básica de Tourais-Paranhos, Seia",Rua da Escola - Apartado 808,Tourais,6270-586,238976643,eb23.tourais@escolas.min-edu.pt,161925,Agrupamento de Escolas de Seia,Não,5
"Escola Básica de Cogula, Trancoso",Estrada Municipal 561,Cogula,6420-341,271805507,eb1.cogula@escolas.min-edu.pt,161561,Agrupamento de Escolas de Trancoso,Não,9
Escola Básica de Trancoso,Escola do 1 Ceb de Freches,6420-000,Trancoso,271878918,eb1.freches@escolas.min-edu.pt,161561,Agrupamento de Escolas de Trancoso,Não,9
"Escola Básica de Vila Franca das Naves, Trancoso",Rua do Colégio,Vila Franca Das Naves,6420-707,271886257,eb23.vfrancanaves@escolas.min-edu.pt,161561,Agrupamento de Escolas de Trancoso,Não,9
"Escola Básica de Palhais, Trancoso",Palhais,Palhais Tcs,6420-522,271813313,eb1.palhaistcs@escolas.min-edu.pt,161561,Agrupamento de Escolas de Trancoso,Não,9
"Escola Básica de Freches, Trancoso",Escola do 1 Ceb de Freches,6420-000,Trancoso,271878918,eb1.freches@escolas.min-edu.pt,161561,Agrupamento de Escolas de Trancoso,Não,9
"Escola Básica de Freixo de Numão, Vila Nova de Foz Côa",Rua Nossa Senhora da Carvalha,Freixo De Numão,5155-220,279762247,eb1.freixonumao@escolas.min-edu.pt,151269,"Agrupamento de Escolas Tenente Coronel Adão Carrapatoso, Vila Nova de Foz Côa",Não,2
"Escola Básica e Secundária Tenente Coronel Adão Carrapatoso, Vila Nova de Foz Côa",Avª Cidade Nova,nº 4,5150-566,279762247,servicos@fozcoa.edu.gov.pt,151269,"Agrupamento de Escolas Tenente Coronel Adão Carrapatoso, Vila Nova de Foz Côa",Sim,2
"Escola Básica de Alpedriz, Alcobaça",R. da Escola,Alpedriz,2460-242,262544899,eb1ji.alpedriz@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
"Escola Básica da Vestiaria, Alcobaça",Rua da Piedade,Vestiaria,2460-742,262597802,eb1.vestiaria@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
"Escola Básica de Ataíja de Cima, Alcobaça",R. das Seixeiras,Aljubarrota (São Vicente),2460-713,262507119,eb1.ataijacima@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
Infancoop,R. Manuel de Matos E Sousa 71,2500-857,Caldas da Rainha,262840860,infancoop@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica do Bárrio, Alcobaça",R. da Igreja Nova 17,Bárrio Acb,2460-302,262598591,eb1.bigrejanova17@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
"Escola Básica de Turquel, Alcobaça",Rua Porto da Pedra,57,Turquel,262919912,eb1.turquel@escolas.min-edu.pt,170082,"Agrupamento de Escolas da Benedita, Alcobaça",Não,7
Escola Básica de Alcobaça,R. das Seixeiras,Aljubarrota (São Vicente),2460-713,262507119,eb1.ataijacima@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
"Escola Básica de Moita, Marinha Grande",Lg das Escolas,Moita Mgr,2445-589,244569429,eb1.moitalgescolas@escolas.min-edu.pt,161688,Agrupamento de Escolas Marinha Grande Poente,Não,10
"Escola Básica do Areeiro, Alcobaça",R. Principal 21,2460-473,Alcobaça,262507888,eb1.aevoraalcobaca@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
"Escola Básica de Cela, Alcobaça",Rua da Cruz,Cela Acb,2460-359,262502292,eb1.cela@escolas.min-edu.pt,171438,"Agrupamento de Escolas São Martinho do Porto, Alcobaça",Não,4
"Escola Básica de Martingança, Alcobaça",R. do Pinhal do Rei,Martingança,2445-726,244589746,eb1.martinganca@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
"Escola Básica de Carris, Alcobaça",R. da Igreja,2460-480,Alcobaça,262509410,eb1.carris@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
"Escola Básica de Aljubarrota, Alcobaça",R. Direita,Aljubarrota (Prazeres),2460-601,262508823,eb1ji.aljubarrota@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
"Escola Básica n.º 1 de Pataias, Alcobaça",Lg das Escolas Primarias,Pataias,2445-259,244580368,eb1ji.pataias@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
"Escola Básica da Burinhosa, Alcobaça",R. do Clube,Pataias,2445-036,244586761,eb1.burinhosa@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
"Escola Básica do Vimeiro, Alcobaça",R. Principal,s/nº,Vimeiro Acb,262910065,eb1.vprincipaln@escolas.min-edu.pt,170082,"Agrupamento de Escolas da Benedita, Alcobaça",Não,7
"Escola Básica do Carvalhal de Aljubarrota, Alcobaça",R. Principal,Aljubarrota (Prazeres),2460-606,262508025,eb1ji.caprazeres@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
"Escola Básica de São Martinho do Porto, Alcobaça",Rua da Cruz,Cela Acb,2460-359,262502292,eb1.cela@escolas.min-edu.pt,171438,"Agrupamento de Escolas São Martinho do Porto, Alcobaça",Não,4
"Escola Básica de Alfeizerão, Alcobaça",Rua João de Deus,Alfeizerão,2460-105,262999090,eb1.alfeizerao@escolas.min-edu.pt,171438,"Agrupamento de Escolas São Martinho do Porto, Alcobaça",Não,4
"Escola Básica da Póvoa, Alcobaça",R. da Sra da Graca nº 5 e 7,Coz,2460-414,262544449,eb1.povoacoz@escolas.min-edu.pt,172480,"Agrupamento de Escolas de Cister de Alcobaça, Alcobaça",Não,23
